area,adress,price,price_per_sqm,monthly_fee,size_in_sqm,date_sold
Fredhäll,"Rålambsvägen 69, 3tr",3540000,95676,2328.0,37,2022-04-12
Vasastan,"Sankt Eriksgatan 71 A, 2 tr",6500000,120370,2462.0,54,2022-04-12
Södermalm,Reimersholmsgatan 4,4100000,113889,2474.0,36,2022-04-12
Vasastan,"Gästrikegatan 4A, 2 tr",5250000,145833,1998.0,36,2022-04-12
Södermalm,Åsögatan 167A,7250000,131818,2810.0,55,2022-04-12
Årsta,"Järnlundsvägen 21, 3 / 3tr",3560000,63571,3268.0,56,2022-04-12
Vasastan,Karlbergsvägen 12,13950000,183553,0.0,761,2022-04-12
Östermalm,Kommendörsgatan 40,5850000,132955,2006.0,44,2022-04-12
Södermalm,"Bergsundsgatan 13, 3tr",4200000,127273,2043.0,33,2022-04-12
Östermalm,Riddargatan 28B,6150000,128125,2267.0,48,2022-04-12
Södermalm,"Åsögatan 98, 1 tr",3875000,110714,2283.0,35,2022-04-12
Södermalm,"Högbergsgatan 66C, 4 tr.",5850000,132955,2770.0,44,2022-04-12
Södermalm,"Högalidsgatan 52C, 3 tr",4325000,120139,2589.0,36,2022-04-12
Vasastan,"Tomtebogatan 26, 4tr",7100000,130755,2742.0,54,2022-04-11
Södermalm,Folkskolegatan 20,4000000,100000,3140.0,40,2022-04-11
Vasastan,Torsgatan 72,7000000,102941,2962.0,68,2022-04-11
Östermalm,Stureparken 9,6200000,140909,1996.0,44,2022-04-11
Östermalm,Nybrogatan 73A ÖG,9400000,156667,1197.0,60,2022-04-11
Vasastan,Upplandsgatan 71,7300000,128070,1927.0,57,2022-04-11
Södermalm,"Hornstulls Strand 13, 2 tr",3900000,73585,3370.0,53,2022-04-10
Vasastan,"Tulegatan 32B, Gårdsläge",6150000,116038,2087.0,53,2022-04-09
Östermalm,"Karlaplan 19C, 5tr",4825000,123718,1616.0,39,2022-04-09
Södermalm,"Hornsgatan 62, gårdshus",5850000,127174,1162.0,46,2022-04-09
Vasastan,"Torsplan 8, 13 tr",9000000,155172,3621.0,58,2022-04-08
Fredhäll,Frödingsvägen 7,3800000,92683,2173.0,41,2022-04-08
Fredhäll,"Rålambsvägen 69, 1tr",3650000,74490,3083.0,49,2022-04-08
Södermalm,"Marmorgatan 11, 14 tr",3220000,84737,2725.0,38,2022-04-08
Vasastan,Roslagsgatan 54A,6700000,128846,2850.0,52,2022-04-08
Vasastan,"Tulegatan 43, 5 tr",5400000,90000,2395.0,60,2022-04-08
Vasastan,"Upplandsgatan 53, 3 tr",8200000,136667,1886.0,60,2022-04-08
Vasastan,Rörstrandsgatan 33B,6450000,105738,1700.0,61,2022-04-08
Årsta,Skagersvägen 12,2600000,57778,3024.0,45,2022-04-07
Årsta,Långhalsvägen 17,3000000,66815,2748.0,44,2022-04-07
Vasastan,"Norrtullsgatan 13, 2tr Stor egen Balkong",5350000,122989,1296.0,43,2022-04-07
Södermalm,Nytorgsgatan 15 A,5100000,134211,2182.0,38,2022-04-07
Vasastan,Tre Liljor 2A,4375000,95109,2304.0,46,2022-04-07
Östermalm,Karlavägen 6,4850000,127632,1220.0,38,2022-04-07
Vasastan,"Dalagatan 86 C, 2 TR",3900000,118182,1977.0,33,2022-04-07
Södermalm,"Folkungagatan 53, 2 tr",4560000,101333,2432.0,45,2022-04-07
Vasastan,"Västeråsgatan 5, vån 2",6350000,129592,2391.0,49,2022-04-07
Vasastan,Torsgatan 71,3750000,75000,2662.0,50,2022-04-07
Fredhäll,"Stagneliusvägen 42, ACCEPTERAT PRIS",3350000,77907,2091.0,43,2022-04-07
Vasastan,Vanadisplan 6,5575000,113776,1641.0,49,2022-04-07
Vasastan,Sonja Kovalevskys Gata 11,5350000,116304,2300.0,46,2022-04-07
Vasastan,"Torbjörn Klockares Gata 11, 2 tr",3800000,118750,1704.0,32,2022-04-07
Östermalm,"Brahegatan 62, BV",5400000,114894,2334.0,47,2022-04-07
Södermalm,"Katarina Bangata 66, 3tr",4850000,110227,2338.0,44,2022-04-07
Östermalm,"Valhallavägen 22C, Gårdshus",4200000,113514,2068.0,37,2022-04-07
Södermalm,Svartensgatan 8 B,6225000,105508,1878.0,59,2022-04-07
Årsta,Siljansvägen 51,3250000,60748,3451.0,53,2022-04-06
Södermalm,Åsögatan 106,5050000,91818,2833.0,55,2022-04-06
Årsta,Tämnarvägen 18,3100000,67391,2437.0,46,2022-04-06
Fredhäll,Frödingsvägen 5,4075000,101875,2195.0,40,2022-04-06
Vasastan,"Vikingagatan 12, 2tr",7650000,136607,1501.0,56,2022-04-06
Södermalm,"Götgatan 96, 3 tr",5010000,104375,1319.0,48,2022-04-06
Fredhäll,"Rålambsvägen 52, 3 tr",4375000,102941,2226.0,42,2022-04-06
Östermalm,"Valhallavägen 160, 2 tr",7500000,127768,2415.0,58,2022-04-06
Östermalm,"Jungfrugatan 11, 2 tr",5425000,150694,1102.0,36,2022-04-06
Fredhäll,Frödingsvägen 2,3430000,98000,1663.0,35,2022-04-06
Södermalm,"Pålsundsgatan 5, 3tr",7210000,110923,3494.0,65,2022-04-06
Vasastan,Upplandsgatan 39,5350000,133750,1818.0,40,2022-04-06
Södermalm,"Bondegatan 18, 1 tr",5500000,91667,3385.0,60,2022-04-06
Södermalm,"Hallandsgatan 28, 2 tr",4325000,108125,733.0,40,2022-04-06
Fredhäll,Frödingsvägen 6,3825000,91071,1857.0,42,2022-04-06
Vasastan,Hagagatan 1,5700000,90476,2898.0,63,2022-04-06
Vasastan,Kungstensgatan 55,8375000,139583,2208.0,60,2022-04-06
Vasastan,Frejgatan 45,5420000,120444,2326.0,45,2022-04-06
Vasastan,"Upplandsgatan 85B, 4tr",7000000,116667,3510.0,60,2022-04-06
Södermalm,Skinnarviksringen 20,6300000,123529,2834.0,51,2022-04-06
Södermalm,"Ringvägen 151A, 4 tr",4730000,107500,2347.0,44,2022-04-06
Årsta,Rämensvägen 24,3350000,67000,3530.0,50,2022-04-06
Östermalm,Nybrogatan 54,6100000,148780,2187.0,41,2022-04-06
Vasastan,Markvardsgatan 6,4400000,129412,1506.0,34,2022-04-06
Södermalm,Fatbursgatan 2,5900000,101724,2559.0,58,2022-04-06
Östermalm,Kommendörsgatan 33 A,5500000,125000,2322.0,44,2022-04-05
Vasastan,"Bråvallagatan 9A, 2tr",5400000,127059,2250.0,42,2022-04-05
Vasastan,"Tomtebogatan 27, 2tr",6100000,129787,2279.0,47,2022-04-05
Södermalm,"Södermannagatan 37, högst upp!",7000000,104478,2801.0,67,2022-04-05
Vasastan,"Västmannagatan 97, 1,5 TR",5810000,111731,3120.0,52,2022-04-05
Södermalm,"Götgatan 94, 2 tr",6520000,93544,2212.0,69,2022-04-05
Södermalm,"Anders Reimers väg 9, 1 tr",5740000,117143,3215.0,49,2022-04-05
Östermalm,Linnégatan 20,4125000,114583,1585.0,36,2022-04-05
Vasastan,"Norrtullsgatan 25F, 4tr",8500000,132813,3009.0,64,2022-04-05
Vasastan,"Sveavägen 87, 3,5 tr",6225000,132447,2061.0,47,2022-04-05
Vasastan,Torsgatan 73,6700000,106349,3643.0,63,2022-04-05
Årsta,"Eklångsvägen 19, 2tr",3100000,72600,2550.0,42,2022-04-05
Södermalm,"Malmgårdsvägen 28, 4 tr",5620000,117083,2440.0,48,2022-04-05
Södermalm,"Gotlandsgatan 60, 3tr",5075000,115341,2343.0,44,2022-04-05
Södermalm,"Malmgårdsvägen 20, 6tr",7050000,138235,2700.0,51,2022-04-05
Östermalm,Styrmansgatan 17A,8400000,155556,1417.0,54,2022-04-05
Vasastan,Roslagsgatan 25,4100000,132258,2241.0,31,2022-04-05
Vasastan,Observatoriegatan 14,5800000,111538,2316.0,52,2022-04-05
Östermalm,Oxenstiernsgatan 37,6600000,108197,2673.0,61,2022-04-04
Vasastan,"Sveavägen 138, 6 tr mot innergård",4740000,110233,1747.0,43,2022-04-04
Södermalm,Slipgatan 2,5000000,121951,2314.0,41,2022-04-04
Vasastan,"Birger Jarlsgatan 115A, BV",6900000,101471,2419.0,68,2022-04-04
Östermalm,Grevgatan 57,7675000,144811,2360.0,53,2022-04-04
Vasastan,Karlbergsvägen 9a,4300000,134375,1365.0,32,2022-04-04
Södermalm,"Bjurholmsgatan 16, 8 tr",7250000,130631,0.0,55,2022-04-02
Årsta,Slätbaksvägen 36,2865000,65862,3220.0,43,2022-04-01
Årsta,Årstavägen 57,3320000,69895,3459.0,47,2022-04-01
Vasastan,"Bråvallagatan 5, 1tr",5750000,130682,2619.0,44,2022-04-01
Östermalm,Körsbärsvägen 12,5500000,85938,3169.0,64,2022-04-01
Vasastan,Gävlegatan 3,5500000,119565,1668.0,46,2022-04-01
Vasastan,Torsplan 8 våning 14,9500000,155738,3766.0,61,2022-04-01
Vasastan,"Atlasgatan 4, 2 tr",5500000,119565,2394.0,46,2022-04-01
Södermalm,"Södermannagatan 35, 3 TR",6200000,119231,2825.0,52,2022-04-01
Årsta,"Järnlundsvägen 6, 2 tr",3300000,60000,3671.0,55,2022-04-01
Årsta,Möckelvägen 34,2770000,65952,3545.0,42,2022-04-01
Vasastan,"Roslagsgatan 25, 2tr",4600000,127778,2323.0,36,2022-03-31
Vasastan,Drottninggatan 114A,7200000,110769,2840.0,65,2022-03-31
Årsta,Skagersvägen 10 vån 3 / 3,2875000,64607,3088.0,44,2022-03-31
Årsta,Steningevägen 5,4950000,79839,3335.0,62,2022-03-31
Årsta,Siljansvägen 78,3800000,67257,3707.0,56,2022-03-31
Södermalm,Högalidsgatan 32A,4200000,137705,1406.0,30,2022-03-31
Östermalm,Valhallavägen 152C,3200000,114286,1170.0,28,2022-03-31
Årsta,Gullmarsvägen 81,3800000,70370,3113.0,54,2022-03-31
Östermalm,Jungfrugatan 33,6850000,139796,2255.0,49,2022-03-31
Södermalm,Heleneborgsgatan 15a,5250000,105000,3035.0,50,2022-03-31
Årsta,Långhalsvägen 20,3750000,77320,2896.0,48,2022-03-31
Årsta,Skagersvägen 16,3000000,54054,3240.0,55,2022-03-31
Vasastan,Sveavägen 126,5600000,105660,2602.0,53,2022-03-31
Årsta,"Sandfjärdsgatan 25, 3 tr",3350000,58261,3327.0,57,2022-03-31
Södermalm,"Kapellgränd 19, 3,5 tr",6500000,125000,513.0,52,2022-03-31
Vasastan,Karlbergsvägen 73A,6600000,129412,2011.0,51,2022-03-31
Vasastan,Upplandsgatan 41,5550000,120652,2516.0,46,2022-03-31
Östermalm,Grev Magnigatan 10A,8250000,160819,2549.0,51,2022-03-31
Södermalm,Pokalvägen 3,6710000,115690,3401.0,58,2022-03-31
Södermalm,Högalidsgatan 52C,5800000,103571,3619.0,56,2022-03-31
Vasastan,Vanadisplan 1,5900000,120408,1901.0,49,2022-03-30
Årsta,"Borensvägen 58, 3tr",3770000,73922,2779.0,51,2022-03-30
Södermalm,Timmermansgatan 37,4050000,115714,2033.0,35,2022-03-30
Södermalm,Östgötagatan 70,7850000,107534,3214.0,73,2022-03-30
Södermalm,Södermannagatan 8,3745000,104028,1431.0,36,2022-03-30
Östermalm,"Grev Turegatan 62, 3 tr",4000000,153846,1092.0,26,2022-03-30
Vasastan,Norrtullsgatan 25A,9700000,153968,3204.0,63,2022-03-30
Fredhäll,Frödingsvägen 3,4000000,102564,2106.0,39,2022-03-30
Södermalm,"Lundagatan 38A, 2tr",4400000,107317,2094.0,41,2022-03-30
Södermalm,Åsögatan 196,3995000,117500,2167.0,34,2022-03-30
Södermalm,Bondegatan 5B,6150000,118269,3086.0,52,2022-03-30
Vasastan,"Tomtebogatan 1A, 5 tr",6850000,131731,1664.0,52,2022-03-30
Vasastan,"Vikingagatan 22B, 1 tr",5260000,128293,1441.0,41,2022-03-30
Årsta,Bolmensvägen 9,2900000,69048,2881.0,42,2022-03-30
Fredhäll,Stagneliusvägen 26,3500000,76923,2828.0,45,2022-03-30
Vasastan,Vulcanusgatan 3,4125000,108553,2245.0,38,2022-03-30
Fredhäll,"Rålambsvägen 52, 2 tr",4200000,98824,2226.0,42,2022-03-30
Årsta,Dellensvägen 12,3100000,53448,3783.0,58,2022-03-30
Södermalm,"Bysistorget 4, 2 tr",4700000,100000,1413.0,47,2022-03-30
Södermalm,Marmorgatan 11,3750000,70755,4031.0,53,2022-03-30
Vasastan,Roslagsgatan 19,7000000,127273,1555.0,55,2022-03-29
Södermalm,"Samaritgränd 7, 2 tr",4900000,116667,2573.0,42,2022-03-29
Södermalm,Bastugatan 45,4200000,120000,1670.0,35,2022-03-29
Årsta,Sköntorpsvägen 73,2700000,63232,2609.0,42,2022-03-29
Vasastan,"Dannemoragatan 14, 1tr",6800000,121429,2575.0,56,2022-03-29
Södermalm,"Lundagatan 36E, 4  /  4 tr",4300000,110256,1997.0,39,2022-03-29
Södermalm,"Bysistorget 6, 2tr",4600000,115000,1841.0,40,2022-03-29
Vasastan,Tulegatan 28,5950000,125263,2001.0,47,2022-03-29
Östermalm,"Grev Turegatan 84, 3,5 tr",9400000,159322,2489.0,59,2022-03-29
Årsta,Skälderviksplan 10,2950000,53636,4075.0,55,2022-03-29
Södermalm,"Heleneborgsgatan 6A, 4 tr",6400000,112281,3242.0,57,2022-03-29
Vasastan,"Birkagatan 26, 1tr",5025000,128846,1789.0,39,2022-03-29
Östermalm,"Karlavägen 59D, ög",5500000,130952,1976.0,42,2022-03-29
Vasastan,"Falugatan 24, vån 2",4900000,120988,2560.0,40,2022-03-29
Södermalm,"Krukmakargatan 2, 5tr",4100000,128125,1680.0,32,2022-03-29
Vasastan,"Frejgatan 46B, 4tr",8350000,123887,3039.0,67,2022-03-29
Vasastan,"Norrbackagatan 11, 2tr.",6450000,126471,2690.0,51,2022-03-28
Vasastan,"Västmannagatan 76, 6tr",4700000,111905,2251.0,42,2022-03-28
Vasastan,"Odengatan 71, HÖGST UPP!",9150000,130714,3609.0,70,2022-03-28
Östermalm,Rådmansgatan 3,8750000,159091,2168.0,55,2022-03-28
Östermalm,"Tyskbagargatan 10, 3tr",8700000,158182,2742.0,55,2022-03-27
Fredhäll,"Ernst Ahlgrens Väg 5, 3tr",3700000,97368,2112.0,38,2022-03-27
Östermalm,Ruddammsbacken 28,5100000,110870,2546.0,46,2022-03-27
Östermalm,"Skeppargatan 39A, vån 3",8850000,173529,2444.0,51,2022-03-27
Vasastan,Karlbergsvägen 80A,4100000,128125,1530.0,32,2022-03-26
Vasastan,Dannemoragatan 18,3900000,105405,1936.0,37,2022-03-26
Södermalm,Bastugatan 49,6525000,120833,2129.0,54,2022-03-25
Södermalm,Brännkyrkagatan 66,4260000,106500,1706.0,40,2022-03-25
Vasastan,"Hälsingegatan 10B, 1tr",4550000,142188,1744.0,32,2022-03-25
Årsta,"Gullmarsvägen 29 , 6tr",4275000,76339,3827.0,56,2022-03-25
Årsta,"Möckelvägen 23, 3 / 3tr",3375000,71809,2311.0,47,2022-03-25
Årsta,Marviksvägen 5,4830000,76063,3800.0,63,2022-03-25
Vasastan,Dalagatan 40A,6200000,137778,2004.0,45,2022-03-25
Vasastan,"Upplandsgatan 68, 4 tr",7300000,104286,2673.0,70,2022-03-25
Södermalm,Östgötagatan 55,8900000,167925,1267.0,53,2022-03-25
Södermalm,Götgatan 96,4800000,100000,1319.0,48,2022-03-25
Årsta,Ottsjövägen 25,3900000,65000,4010.0,60,2022-03-24
Vasastan,Vikingagatan 20A,4300000,126471,1188.0,34,2022-03-24
Vasastan,Hälsingegatan 15,6600000,124528,2408.0,53,2022-03-24
Södermalm,"Högalidsgatan 50, 2 tr",3940000,98500,1992.0,40,2022-03-24
Södermalm,Bondegatan 5B,6250000,120192,3086.0,52,2022-03-24
Vasastan,Rådmansgatan 35,6600000,117857,1863.0,56,2022-03-24
Södermalm,"Ringvägen 151A, 1.5 tr",3850000,113235,1965.0,34,2022-03-24
Södermalm,Pålsundsgatan 7,6600000,103125,3045.0,64,2022-03-24
Södermalm,Östgötagatan 45,9025000,155603,3379.0,583,2022-03-24
Östermalm,Sibyllegatan 83,8500000,157407,1917.0,54,2022-03-24
Årsta,"Årstavägen 16, 2 tr",2685000,61023,3205.0,44,2022-03-24
Vasastan,"Upplandsgatan 77A, 2 tr Gårdshus",7200000,133333,2816.0,54,2022-03-24
Årsta,Ralångsvägen 8,3900000,68421,2510.0,57,2022-03-24
Södermalm,Heleneborgsgatan 5C,5750000,106481,3436.0,54,2022-03-24
Årsta,"Tämnarvägen 34, 3 tr",3550000,64545,3057.0,55,2022-03-24
Södermalm,"Hökens gata 8B, gårdshus",5300000,120455,2265.0,44,2022-03-24
Årsta,Skagersvägen 15,2850000,66279,2909.0,43,2022-03-24
Årsta,"Slätbaksvägen 10, 2 / 3tr",3100000,69663,2556.0,44,2022-03-23
Vasastan,Nina Einhorns gata 4,6000000,109091,3387.0,55,2022-03-23
Södermalm,Lundagatan 36E,4230000,111316,1954.0,38,2022-03-23
Södermalm,Erstagatan 23,4080000,107937,2112.0,37,2022-03-23
Södermalm,"Hallandsgatan 30, 4tr",4200000,110526,2393.0,38,2022-03-23
Vasastan,Gävlegatan 5,4800000,111628,1705.0,43,2022-03-23
Södermalm,"Maria Prästgårdsgata 2 B, 1 tr",6500000,127451,2981.0,51,2022-03-23
Vasastan,"Frejgatan 12, 1tr",7410000,125593,1750.0,59,2022-03-23
Södermalm,"Lorensbergsgatan 1A, 5 tr",7000000,114754,2852.0,61,2022-03-23
Södermalm,"Lignagatan 5, 7tr",5920000,93968,2994.0,63,2022-03-23
Södermalm,Brännkyrkagatan 88,6050000,110000,3046.0,55,2022-03-23
Östermalm,Valhallavägen 152D,5550000,123333,1881.0,45,2022-03-23
Södermalm,Krukmakargatan 60,6000000,88235,2954.0,68,2022-03-23
Årsta,"Årstavägen 68, vån. 5 / 5",3860000,68929,3464.0,56,2022-03-23
Årsta,Siljansvägen 73 A,4000000,65574,4240.0,61,2022-03-23
Östermalm,Skeppargatan 22 A,8600000,150877,2049.0,57,2022-03-23
Södermalm,Brännkyrkagatan 44,6825000,106641,3000.0,64,2022-03-22
Vasastan,Luntmakargatan 92,3970000,136897,1545.0,29,2022-03-22
Vasastan,Völundsgatan 7,5000000,119048,1764.0,42,2022-03-22
Södermalm,"Fatbursgatan 33, 1,5 tr",4650000,116250,2779.0,40,2022-03-22
Södermalm,Mariatorget 4 A,8950000,131618,2895.0,68,2022-03-22
Östermalm,Riddargatan 29B,10650000,161364,2711.0,66,2022-03-22
Vasastan,Dalagatan 44A,6200000,137778,1144.0,45,2022-03-22
Södermalm,Heleneborgsgatan 20,8140000,131290,3232.0,62,2022-03-22
Vasastan,"Torsgatan 69, 4 tr",4000000,105263,1790.0,38,2022-03-22
Vasastan,"Norrbackagatan 11, 2tr",7920000,125714,3068.0,63,2022-03-22
Södermalm,"Östgötagatan 66, 4tr",4875000,113372,937.0,43,2022-03-22
Vasastan,Tomtebogatan 1A,6000000,115385,1664.0,52,2022-03-21
Vasastan,"Dalagatan 70, 5tr",6300000,175000,1768.0,36,2022-03-21
Södermalm,"Erstagatan 16, 2tr",5000000,102041,2977.0,49,2022-03-21
Östermalm,Grevgatan 65,7200000,124138,2870.0,58,2022-03-21
Östermalm,Grev Turegatan 8 A,9200000,161404,1895.0,57,2022-03-21
Östermalm,"Artillerigatan 65, 3tr",11710000,150128,4027.0,78,2022-03-21
Södermalm,Lundagatan 44A,3700000,101370,1814.0,36,2022-03-21
Östermalm,Styrmansgatan 53,10800000,174194,2117.0,62,2022-03-20
Årsta,Sköntorpsvägen 1,4100000,69492,2215.0,59,2022-03-18
Fredhäll,Ernst Ahlgrens Väg 2,4400000,94624,2652.0,46,2022-03-18
Vasastan,Rörstrandsgatan 42A,7000000,134615,1918.0,52,2022-03-18
Södermalm,"Östgötagatan 53, 5tr",5100000,113333,1129.0,45,2022-03-18
Södermalm,Skaraborgsgatan 3,4290000,92258,3444.0,46,2022-03-18
Södermalm,Malmgårdsvägen 30L,6000000,103448,3438.0,58,2022-03-18
Östermalm,"Nybrogatan 44, 3 tr.  Två garageplatser ingår",11200000,193103,3274.0,58,2022-03-18
Vasastan,Tomtebogatan 3A,5550000,138750,1125.0,40,2022-03-18
Årsta,"Årstavägen 14, 2 / 3tr",2750000,62500,3205.0,44,2022-03-17
Södermalm,Folkungagatan 67,4850000,103191,1610.0,47,2022-03-17
Årsta,"Siljansvägen 83, 2 / 3tr",3550000,60684,3732.0,58,2022-03-17
Årsta,"Siljansvägen 51, 2tr",3500000,65421,3521.0,53,2022-03-17
Vasastan,"Dalagatan 78C, 1 tr",6500000,127451,2090.0,51,2022-03-17
Södermalm,Bondegatan 29,4575000,99457,2822.0,46,2022-03-17
Årsta,Eklångsvägen 35,3150000,72414,2732.0,43,2022-03-17
Södermalm,"Katarina Bangata 50, 5tr",7800000,134483,3047.0,58,2022-03-17
Södermalm,"Drakenbergsgatan 4, 8tr",6200000,96875,2660.0,64,2022-03-17
Södermalm,Fredmansgatan 7A ingång Maria Prästgårdsg 2A,6400000,125490,2923.0,51,2022-03-17
Södermalm,Tavastgatan 13,4500000,121622,2624.0,37,2022-03-17
Årsta,"Sköntorpsvägen 126, plan 1",3300000,56410,3443.0,58,2022-03-17
Östermalm,Linnégatan 16,8500000,154545,2704.0,55,2022-03-17
Södermalm,Ölandsgatan 46,4400000,95652,3065.0,46,2022-03-17
Vasastan,"Tulegatan 42, 5 tr",6650000,116667,2742.0,57,2022-03-17
Årsta,"Johanneshovsvägen 114, 2 tr",3905000,72315,3618.0,54,2022-03-17
Årsta,Årstavägen 107,3700000,67890,3612.0,54,2022-03-17
Södermalm,"Hökens gata 8 A, vindsetage",10200000,143662,3652.0,711,2022-03-17
Östermalm,Birger Jarlsgatan 104K,4825000,117683,2822.0,41,2022-03-16
Östermalm,"Linnégatan 80, 3tr. En garageplats ingår",8950000,147690,1062.0,60,2022-03-16
Vasastan,Völundsgatan 11,5050000,136486,2142.0,37,2022-03-16
Södermalm,"Bergsunds strand 5, 2tr",4760000,119000,2628.0,40,2022-03-16
Östermalm,Riddargatan 28 -1 tr,7200000,107303,3143.0,67,2022-03-16
Östermalm,Iversonsgatan 6 BV,4200000,155556,1087.0,27,2022-03-16
Södermalm,"Swedenborgsgatan 26, 5 tr",6200000,101639,3334.0,61,2022-03-16
Vasastan,"Frejgatan 20, 2 tr",5650000,117708,2247.0,48,2022-03-16
Östermalm,"Karlavägen 2, 4tr",8500000,118056,2264.0,72,2022-03-16
Årsta,Bråviksvägen 10,2580000,73714,2762.0,35,2022-03-16
Årsta,Sandfjärdsgatan 86,3350000,56303,4220.0,59,2022-03-15
Årsta,Storsjövägen 43,3150000,60577,3195.0,52,2022-03-15
Vasastan,"Tempeltrappan 2, 1,5tr",6375000,98077,3241.0,65,2022-03-15
Fredhäll,"Atterbomsvägen 58, 2tr",4300000,102381,2299.0,42,2022-03-15
Södermalm,"Hornstulls Strand 1, 3 tr",7000000,162791,2191.0,43,2022-03-15
Södermalm,Helgalunden 17,5000000,104167,2941.0,48,2022-03-15
Södermalm,Brännkyrkagatan 81,5250000,116667,1631.0,45,2022-03-15
Södermalm,"Ringvägen 114, 5 / 5 trappor",5100000,121429,2006.0,42,2022-03-15
Södermalm,Åsögatan 130,7200000,122034,2912.0,59,2022-03-15
Fredhäll,Rålambsvägen 70,4200000,76364,3289.0,55,2022-03-15
Södermalm,"Katarina Bangata 55, 2tr",7750000,117424,3561.0,66,2022-03-15
Fredhäll,"Frödingsvägen 3, 3 TR",3800000,93827,2304.0,40,2022-03-15
Fredhäll,Fredhällsgatan 9,3500000,116667,1336.0,30,2022-03-15
Södermalm,Bondegatan 13,3700000,119355,2019.0,31,2022-03-15
Fredhäll,Rålambsvägen 50,4200000,97674,2329.0,43,2022-03-15
Södermalm,"Hornsgatan 151, 5 tr",5200000,118182,2551.0,44,2022-03-15
Östermalm,Brahegatan 50,7700000,130508,2962.0,59,2022-03-15
Vasastan,"Tulegatan 25A, 3tr",5760000,140488,2024.0,41,2022-03-15
Vasastan,"Gästrikegatan 22, 4 tr",6500000,144444,1324.0,45,2022-03-15
Östermalm,Jungfrugatan 21,5825000,135465,1917.0,43,2022-03-14
Södermalm,Åsögatan 98,3800000,108571,2283.0,35,2022-03-14
Vasastan,"Sveavägen 93, 3 tr",5400000,122727,2128.0,44,2022-03-14
Vasastan,"Roslagsgatan 15A, 2tr",4240000,141333,1611.0,30,2022-03-14
Vasastan,Falugatan 15,4850000,110227,2671.0,44,2022-03-14
Östermalm,Karlavägen 75B,11900000,156579,3727.0,76,2022-03-14
Vasastan,"Surbrunnsgatan 1, 3 tr",5750000,130682,1333.0,44,2022-03-14
Södermalm,Folkskolegatan 4,5100000,92727,2794.0,55,2022-03-14
Södermalm,"Ölandsgatan 46, 2,5 tr",4250000,111842,2532.0,38,2022-03-13
Östermalm,Grev Magnigatan 17 C,8675000,152193,1793.0,57,2022-03-13
Årsta,Siljansvägen 55,2450000,70000,2240.0,35,2022-03-12
Östermalm,Oxenstiernsgatan 35,6250000,104167,3292.0,60,2022-03-11
Östermalm,Jungfrugatan 36,6200000,172222,1536.0,36,2022-03-11
Södermalm,Doktor Abelins Gata 4,5050000,117442,2333.0,43,2022-03-11
Vasastan,Tomtebogatan 23A,6000000,111111,1200.0,54,2022-03-11
Vasastan,Roslagsgatan 15A,4600000,135294,1820.0,34,2022-03-11
Årsta,"Bolmensvägen 1, 3tr",3530000,65370,3216.0,54,2022-03-11
Årsta,Siljansvägen 73 A,4550000,74590,4241.0,61,2022-03-11
Vasastan,"Karlbergsvägen 35, BV",6100000,101667,2358.0,60,2022-03-11
Årsta,Ymsenvägen 8,4600000,80702,2588.0,57,2022-03-11
Östermalm,Melodislingan 22,5725000,130114,3702.0,44,2022-03-10
Södermalm,"Krukmakargatan 4, 3tr",6975000,116250,2642.0,60,2022-03-10
Fredhäll,"Stagneliusvägen 38, 2tr",5000000,89286,2840.0,56,2022-03-10
Vasastan,Hälsingehöjden 11,7800000,123810,2800.0,63,2022-03-10
Vasastan,"Upplandsgatan 85 A, 1tr",4835000,127237,1960.0,38,2022-03-10
Södermalm,Bondegatan 46,4670000,111190,2409.0,42,2022-03-10
Årsta,Årstavägen 83,3600000,72727,3632.0,49,2022-03-10
Södermalm,Folkskolegatan 22B,6220000,94242,3531.0,66,2022-03-10
Södermalm,"Stigbergsgatan 32B, 5 tr",7550000,121774,2869.0,62,2022-03-10
Södermalm,"Marmorgatan 11, 15tr",4430000,86863,4030.0,51,2022-03-10
Södermalm,"Ringvägen 79, 4tr",4250000,98837,1665.0,43,2022-03-09
Vasastan,"Tomtebogatan 40, 2 tr.",7300000,119672,2665.0,61,2022-03-09
Östermalm,"Kaptensgatan 7A, gårdsläge bv",6200000,137778,2045.0,45,2022-03-09
Vasastan,"Rödabergsgatan 9B, 3 tr",4550000,110976,2560.0,41,2022-03-09
Vasastan,"Rödabergsgatan 7, 2 TR",4325000,113816,2434.0,38,2022-03-09
Södermalm,"Hornsgatan 149, 3 tr",4025000,100625,2294.0,40,2022-03-09
Årsta,Ymsenvägen 3,3300000,59459,2437.0,55,2022-03-09
Vasastan,"Roslagsgatan 36B, 4 tr ög",5900000,140476,1784.0,42,2022-03-09
Södermalm,"Bergsunds strand 38, 2 tr",4450000,92708,2271.0,48,2022-03-09
Årsta,Sandfjärdsgatan 15,3500000,60870,3327.0,57,2022-03-09
Södermalm,Bergsunds Strand 38,4930000,102708,2271.0,48,2022-03-09
Södermalm,"Östgötagatan 89, 2,5 tr",4000000,108108,1711.0,37,2022-03-09
Årsta,"Malgomajvägen 9, 3tr",3630000,63684,3603.0,57,2022-03-08
Årsta,"Sandfjärdsgatan 112, 2 / 3tr",2700000,62791,2963.0,43,2022-03-08
Vasastan,Idungatan 1B - Accepterat Pris -,3550000,114516,1914.0,31,2022-03-08
