"Adress","Area","Date","Fee","Price","Price Per SQM","Size","index","timestamp","timestampString","uid","url","url_uid"
"Hagaesplanaden 74, vån 2","LägenhetLägenhet                    Hagastaden,              Stockholms kommun","Såld 9 december 2022","3 422 kr/mån","Slutpris 4 250 000 kr","91 398 kr/m²","46,5 m²                                   2 rum",253,1675427967343,"Fri, 03 Feb 2023 12:39:27 GMT","p3TRB7QUSiNrCc0gVUGb","https://www.hemnet.se/salda/bostader?item_types%5B%5D=bostadsratt&location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&page=6&rooms_max=2&rooms_min=2&sold_age=12m","6"
"Siljansvägen 37","LägenhetLägenhet                    Årsta,              Stockholms kommun","Såld 9 december 2022","3 839 kr/mån","Slutpris 2 900 000 kr","55 769 kr/m²","52 m²                                   2 rum",254,1675427967343,"Fri, 03 Feb 2023 12:39:27 GMT","uiDfVxVtnxL69nuM0NEE","https://www.hemnet.se/salda/bostader?item_types%5B%5D=bostadsratt&location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&page=6&rooms_max=2&rooms_min=2&sold_age=12m","6"
"Metargatan 9","LägenhetLägenhet                    Södermalm Sofia,              Stockholms kommun","Såld 9 december 2022","2 234 kr/mån","Slutpris 3 325 000 kr","99 254 kr/m²","33,5 m²                                   2 rum",255,1675427967343,"Fri, 03 Feb 2023 12:39:27 GMT","OjP6x2RXnHSiEUyexSkO","https://www.hemnet.se/salda/bostader?item_types%5B%5D=bostadsratt&location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&page=6&rooms_max=2&rooms_min=2&sold_age=12m","6"
"Högbergsgatan 67, 4 tr","LägenhetLägenhet                    Södermalm,              Stockholms kommun","Såld 9 december 2022","765 kr/mån","Slutpris 7 380 000 kr","108 529 kr/m²","68 m²                                   2 rum",256,1675427967343,"Fri, 03 Feb 2023 12:39:27 GMT","5uUldss8QuuUtKwkFi5q","https://www.hemnet.se/salda/bostader?item_types%5B%5D=bostadsratt&location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&page=6&rooms_max=2&rooms_min=2&sold_age=12m","6"
"Råggatan 8","LägenhetLägenhet                    Södermalm - Katarina,              Stockholms kommun","Såld 9 december 2022","2 159 kr/mån","Slutpris 3 500 000 kr","94 595 kr/m²","37 m²                                   2 rum",257,1675427967343,"Fri, 03 Feb 2023 12:39:27 GMT","mfxs2JFnF9bp4GBCnFp5","https://www.hemnet.se/salda/bostader?item_types%5B%5D=bostadsratt&location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&page=6&rooms_max=2&rooms_min=2&sold_age=12m","6"
"Skånegatan 86","LägenhetLägenhet                    Södermalm,              Stockholms kommun","Såld 9 december 2022","3 371 kr/mån","Slutpris 5 700 000 kr","95 000 kr/m²","60 m²                                   2 rum",258,1675427967343,"Fri, 03 Feb 2023 12:39:27 GMT","5NE8BWxW0rP9WBHCvEiJ","https://www.hemnet.se/salda/bostader?item_types%5B%5D=bostadsratt&location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&page=6&rooms_max=2&rooms_min=2&sold_age=12m","6"
"Birkagatan 4","LägenhetLägenhet                    Vasastan,              Stockholms kommun","Såld 9 december 2022","3 295 kr/mån","Slutpris 7 500 000 kr","117 188 kr/m²","64 m²                                   2 rum",259,1675427967343,"Fri, 03 Feb 2023 12:39:27 GMT","uxyacjXFj2HOCNpqGXkA","https://www.hemnet.se/salda/bostader?item_types%5B%5D=bostadsratt&location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&page=6&rooms_max=2&rooms_min=2&sold_age=12m","6"
"Slipgatan 11","LägenhetLägenhet                    Hornstull,              Stockholms kommun","Såld 8 december 2022","2 983 kr/mån","Slutpris 3 300 000 kr","76 744 kr/m²","43 m²                                   2 rum",260,1675427967343,"Fri, 03 Feb 2023 12:39:27 GMT","DndlZmskCJZXXRPTKUS9","https://www.hemnet.se/salda/bostader?item_types%5B%5D=bostadsratt&location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&page=6&rooms_max=2&rooms_min=2&sold_age=12m","6"
"Rutger Fuchsgatan 8 A, 4 tr","LägenhetLägenhet                    Sofia,              Stockholms kommun","Såld 8 december 2022","2 288 kr/mån","Slutpris 3 735 000 kr","86 860 kr/m²","43 m²                                   2 rum",261,1675427967343,"Fri, 03 Feb 2023 12:39:27 GMT","U7GfZI5RkKSHrua0iqyt","https://www.hemnet.se/salda/bostader?item_types%5B%5D=bostadsratt&location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&page=6&rooms_max=2&rooms_min=2&sold_age=12m","6"
"Upplandsgatan 39","LägenhetLägenhet                    Vasastan,              Stockholms kommun","Såld 8 december 2022","2 920 kr/mån","Slutpris 6 850 000 kr","96 479 kr/m²","71 m²                                   2 rum",262,1675427967343,"Fri, 03 Feb 2023 12:39:27 GMT","7E5qxJkaG6DAUo3cVaxm","https://www.hemnet.se/salda/bostader?item_types%5B%5D=bostadsratt&location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&page=6&rooms_max=2&rooms_min=2&sold_age=12m","6"
"Upplandsgatan 32, 2 TR","LägenhetLägenhet                    Vasastan,              Stockholms kommun","Såld 8 december 2022","3 519 kr/mån","Slutpris 6 800 000 kr","100 741 kr/m²","67,5 m²                                   2 rum",263,1675427967343,"Fri, 03 Feb 2023 12:39:27 GMT","ka7hHAnfU6S1qk4ErfQl","https://www.hemnet.se/salda/bostader?item_types%5B%5D=bostadsratt&location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&page=6&rooms_max=2&rooms_min=2&sold_age=12m","6"
"Västmannagatan 13, 3 tr","LägenhetLägenhet                    Vasastan Norrmalm,              Stockholms kommun","Såld 8 december 2022","2 885 kr/mån","Slutpris 7 200 000 kr","130 909 kr/m²","55 m²                                   2 rum",264,1675427967343,"Fri, 03 Feb 2023 12:39:27 GMT","Sq8Of8NoWEC5c0QsJeAN","https://www.hemnet.se/salda/bostader?item_types%5B%5D=bostadsratt&location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&page=6&rooms_max=2&rooms_min=2&sold_age=12m","6"
"Upplandsgatan 45","LägenhetLägenhet                    Vasastan,              Stockholms kommun","Såld 8 december 2022","1 549 kr/mån","Slutpris 6 450 000 kr","111 207 kr/m²","58 m²                                   2 rum",265,1675427967343,"Fri, 03 Feb 2023 12:39:27 GMT","4azj51tP2wL4nUq412I7","https://www.hemnet.se/salda/bostader?item_types%5B%5D=bostadsratt&location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&page=6&rooms_max=2&rooms_min=2&sold_age=12m","6"
"Upplandsgatan 39, 4 tr","LägenhetLägenhet                    Vasastan,              Stockholms kommun","Såld 8 december 2022","3 016 kr/mån","Slutpris 7 900 000 kr","109 722 kr/m²","72 m²                                   2 rum",266,1675427967343,"Fri, 03 Feb 2023 12:39:27 GMT","KtB8tDWB1S5slWZoveiH","https://www.hemnet.se/salda/bostader?item_types%5B%5D=bostadsratt&location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&page=6&rooms_max=2&rooms_min=2&sold_age=12m","6"
"Skeppargatan 22C","LägenhetLägenhet                    Östermalm,              Stockholms kommun","Såld 8 december 2022","1 581 kr/mån","Slutpris 5 000 000 kr","121 951 kr/m²","41 m²                                   2 rum",267,1675427967343,"Fri, 03 Feb 2023 12:39:27 GMT","JeHH7IFnbbwbiol4z2Id","https://www.hemnet.se/salda/bostader?item_types%5B%5D=bostadsratt&location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&page=6&rooms_max=2&rooms_min=2&sold_age=12m","6"
"Hornstulls Strand 1","LägenhetLägenhet                    Hornstull,              Stockholms kommun","Såld 7 december 2022","2 701 kr/mån","Slutpris 6 100 000 kr","108 929 kr/m²","56 m²                                   2 rum",268,1675427967343,"Fri, 03 Feb 2023 12:39:27 GMT","wsWNkyheKLFphb1FhI2T","https://www.hemnet.se/salda/bostader?item_types%5B%5D=bostadsratt&location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&page=6&rooms_max=2&rooms_min=2&sold_age=12m","6"
"Norrbackagatan 2  /  S:t Eriksgatan 65","LägenhetLägenhet                    Vasastan - Birkastan,              Stockholms kommun","Såld 7 december 2022","2 504 kr/mån","Slutpris 4 200 000 kr","65 625 kr/m²","64 m²                                   2 rum",269,1675427967343,"Fri, 03 Feb 2023 12:39:27 GMT","7gqXKYj7ltBH1VrTMcCN","https://www.hemnet.se/salda/bostader?item_types%5B%5D=bostadsratt&location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&page=6&rooms_max=2&rooms_min=2&sold_age=12m","6"
"Fatburs kvarngata 32","LägenhetLägenhet                    Södermalm,              Stockholms kommun","Såld 7 december 2022","4 062 kr/mån","Slutpris 4 500 000 kr","71 429 kr/m²","63 m²                                   2 rum",270,1675427967343,"Fri, 03 Feb 2023 12:39:27 GMT","Vy31DbdXStYKPz8Pg4yK","https://www.hemnet.se/salda/bostader?item_types%5B%5D=bostadsratt&location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&page=6&rooms_max=2&rooms_min=2&sold_age=12m","6"
"Möckelvägen 11","LägenhetLägenhet                    Årsta,              Stockholms kommun","Såld 7 december 2022","2 311 kr/mån","Slutpris 2 840 000 kr","60 426 kr/m²","47 m²                                   2 rum",271,1675427967343,"Fri, 03 Feb 2023 12:39:27 GMT","EbcYYnsQP4rM7ZPnyvRQ","https://www.hemnet.se/salda/bostader?item_types%5B%5D=bostadsratt&location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&page=6&rooms_max=2&rooms_min=2&sold_age=12m","6"
"Grindsgatan 52, 6 tr","LägenhetLägenhet                    Södermalm,              Stockholms kommun","Såld 7 december 2022","2 143 kr/mån","Slutpris 3 775 000 kr","83 889 kr/m²","45 m²                                   2 rum",272,1675427967343,"Fri, 03 Feb 2023 12:39:27 GMT","Ebw16Nj1TExHNnviCLZR","https://www.hemnet.se/salda/bostader?item_types%5B%5D=bostadsratt&location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&page=6&rooms_max=2&rooms_min=2&sold_age=12m","6"
"Sköntorpsvägen 115, 5 tr","LägenhetLägenhet                    Årsta,              Stockholms kommun","Såld 7 december 2022","3 144 kr/mån","Slutpris 2 830 000 kr","69 024 kr/m²","41 m²                                   2 rum",273,1675427967343,"Fri, 03 Feb 2023 12:39:27 GMT","piJz9eiXmNM3n6npVlWu","https://www.hemnet.se/salda/bostader?item_types%5B%5D=bostadsratt&location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&page=6&rooms_max=2&rooms_min=2&sold_age=12m","6"
"Svartensgatan 8B, 2 tr","LägenhetLägenhet                    Södermalm Katarina,              Stockholms kommun","Såld 7 december 2022","2 049 kr/mån","Slutpris 6 400 000 kr","106 667 kr/m²","60 m²                                   2 rum",274,1675427967343,"Fri, 03 Feb 2023 12:39:27 GMT","QeRUJ5786YDdutEHpJ7r","https://www.hemnet.se/salda/bostader?item_types%5B%5D=bostadsratt&location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&page=6&rooms_max=2&rooms_min=2&sold_age=12m","6"
"Heleneborgsgatan 8A, 4 tr","LägenhetLägenhet                    Hornstull,              Stockholms kommun","Såld 6 december 2022","3 290 kr/mån","Slutpris 5 250 000 kr","92 105 kr/m²","57 m²                                   2 rum",275,1675427967343,"Fri, 03 Feb 2023 12:39:27 GMT","dINxvaNBwaZtn5LYFtZI","https://www.hemnet.se/salda/bostader?item_types%5B%5D=bostadsratt&location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&page=6&rooms_max=2&rooms_min=2&sold_age=12m","6"
"Tegnérgatan 55A, 6tr","LägenhetLägenhet                    Vasastan,              Stockholms kommun","Såld 6 december 2022","2 089 kr/mån","Slutpris 4 525 000 kr","145 968 kr/m²","31 m²                                   2 rum",276,1675427967343,"Fri, 03 Feb 2023 12:39:27 GMT","cKagYgad20kUsaGZdt0L","https://www.hemnet.se/salda/bostader?item_types%5B%5D=bostadsratt&location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&page=6&rooms_max=2&rooms_min=2&sold_age=12m","6"
"Torbjörn Klockares Gata 3","LägenhetLägenhet                    Vasastan,              Stockholms kommun","Såld 6 december 2022","2 320 kr/mån","Slutpris 4 450 000 kr","98 889 kr/m²","45 m²                                   2 rum",277,1675427967343,"Fri, 03 Feb 2023 12:39:27 GMT","SNqSmPwgsbUHCV1YDq4A","https://www.hemnet.se/salda/bostader?item_types%5B%5D=bostadsratt&location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&page=6&rooms_max=2&rooms_min=2&sold_age=12m","6"
"Roslagsgatan 36","LägenhetLägenhet                    Vasastan, Sibirien,              Stockholms kommun","Såld 6 december 2022","2 451 kr/mån","Slutpris 5 400 000 kr","90 000 kr/m²","60 m²                                   2 rum",278,1675427967343,"Fri, 03 Feb 2023 12:39:27 GMT","DcIydP091ekhHBqS3S0k","https://www.hemnet.se/salda/bostader?item_types%5B%5D=bostadsratt&location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&page=6&rooms_max=2&rooms_min=2&sold_age=12m","6"
"Västmannagatan 101, 1,5 TR","LägenhetLägenhet                    Vasastan,              Stockholms kommun","Såld 6 december 2022","2 887 kr/mån","Slutpris 6 000 000 kr","105 263 kr/m²","57 m²                                   2 rum",279,1675427967343,"Fri, 03 Feb 2023 12:39:27 GMT","BcOVlN26DEshXhd6xIcF","https://www.hemnet.se/salda/bostader?item_types%5B%5D=bostadsratt&location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&page=6&rooms_max=2&rooms_min=2&sold_age=12m","6"
"Kungstensgatan 63, 1 tr","LägenhetLägenhet                    Vasastan,              Stockholms kommun","Såld 6 december 2022","1 988 kr/mån","Slutpris 6 200 000 kr","103 333 kr/m²","60 m²                                   2 rum",280,1675427967343,"Fri, 03 Feb 2023 12:39:27 GMT","7C7xR612mdSw7AunTVdI","https://www.hemnet.se/salda/bostader?item_types%5B%5D=bostadsratt&location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&page=6&rooms_max=2&rooms_min=2&sold_age=12m","6"
"Ingemarsgatan 3B","LägenhetLägenhet                    Vasastan - Sibirien,              Stockholms kommun","Såld 5 december 2022","2 043 kr/mån","Slutpris 3 800 000 kr","108 571 kr/m²","35 m²                                   2 rum",281,1675427967343,"Fri, 03 Feb 2023 12:39:27 GMT","ox11IHkhvilMc3hdYbmk","https://www.hemnet.se/salda/bostader?item_types%5B%5D=bostadsratt&location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&page=6&rooms_max=2&rooms_min=2&sold_age=12m","6"
"Årstavägen 73","LägenhetLägenhet                    Årsta,              Stockholms kommun","Såld 5 december 2022","3 458 kr/mån","Slutpris 2 950 000 kr","60 825 kr/m²","48,5 m²                                   2 rum",282,1675427967343,"Fri, 03 Feb 2023 12:39:27 GMT","GygA7S4EweBtq3cWBhGv","https://www.hemnet.se/salda/bostader?item_types%5B%5D=bostadsratt&location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&page=6&rooms_max=2&rooms_min=2&sold_age=12m","6"
"Styrmansgatan 49","LägenhetLägenhet                    Östermalm,              Stockholms kommun","Såld 5 december 2022","3 889 kr/mån","Slutpris 7 000 000 kr","120 690 kr/m²","58 m²                                   2 rum",283,1675427967343,"Fri, 03 Feb 2023 12:39:27 GMT","MME2FE2Lhn2UuRsxptIT","https://www.hemnet.se/salda/bostader?item_types%5B%5D=bostadsratt&location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&page=6&rooms_max=2&rooms_min=2&sold_age=12m","6"
"Hornstulls Strand 13, 3 tr","LägenhetLägenhet                    Hornstull,              Stockholms kommun","Såld 3 december 2022","2 622 kr/mån","Slutpris 4 300 000 kr","89 583 kr/m²","48 m²                                   2 rum",284,1675427967343,"Fri, 03 Feb 2023 12:39:27 GMT","uMvsfab79O7LhVchc3tv","https://www.hemnet.se/salda/bostader?item_types%5B%5D=bostadsratt&location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&page=6&rooms_max=2&rooms_min=2&sold_age=12m","6"
"Karlbergsvägen 87A, 3 tr","LägenhetLägenhet                    Vasastan,              Stockholms kommun","Såld 3 december 2022","3 236 kr/mån","Slutpris 5 600 000 kr","93 333 kr/m²","60 m²                                   2 rum",285,1675427967343,"Fri, 03 Feb 2023 12:39:27 GMT","auKm6EJ7IaAzpjXO0jC2","https://www.hemnet.se/salda/bostader?item_types%5B%5D=bostadsratt&location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&page=6&rooms_max=2&rooms_min=2&sold_age=12m","6"
"Valhallavägen 80A","LägenhetLägenhet                    Östermalm,              Stockholms kommun","Såld 3 december 2022","2 560 kr/mån","Slutpris 4 100 000 kr","93 182 kr/m²","44 m²                                   2 rum",286,1675427967343,"Fri, 03 Feb 2023 12:39:27 GMT","yI4YzWLOh7hnOQdd6n2s","https://www.hemnet.se/salda/bostader?item_types%5B%5D=bostadsratt&location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&page=6&rooms_max=2&rooms_min=2&sold_age=12m","6"
"Norrbackagatan 54, 1,5 tr","LägenhetLägenhet                    Vasastan,              Stockholms kommun","Såld 3 december 2022","2 076 kr/mån","Slutpris 3 700 000 kr","94 872 kr/m²","39 m²                                   2 rum",287,1675427967343,"Fri, 03 Feb 2023 12:39:27 GMT","pRc87RVHWfOzH8UVxD8G","https://www.hemnet.se/salda/bostader?item_types%5B%5D=bostadsratt&location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&page=6&rooms_max=2&rooms_min=2&sold_age=12m","6"
"Lindvallsgatan 2, 2tr","LägenhetLägenhet                    Hornstull,              Stockholms kommun","Såld 2 december 2022","2 914 kr/mån","Slutpris 3 750 000 kr","78 125 kr/m²","48 m²                                   2 rum",288,1675427967343,"Fri, 03 Feb 2023 12:39:27 GMT","1vi648CTOWyckksuDLrr","https://www.hemnet.se/salda/bostader?item_types%5B%5D=bostadsratt&location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&page=6&rooms_max=2&rooms_min=2&sold_age=12m","6"
"Uggelviksgatan 12","LägenhetLägenhet                    Östermalm,              Stockholms kommun","Såld 2 december 2022","4 218 kr/mån","Slutpris 5 650 000 kr","88 281 kr/m²","64 m²                                   2 rum",289,1675427967343,"Fri, 03 Feb 2023 12:39:27 GMT","vOfpF6QWgkjVZIweXel8","https://www.hemnet.se/salda/bostader?item_types%5B%5D=bostadsratt&location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&page=7&rooms_max=2&rooms_min=2&sold_age=12m","7"
"Ringvägen 86","LägenhetLägenhet                    Södermalm,              Stockholms kommun","Såld 2 december 2022","2 702 kr/mån","Slutpris 4 450 000 kr","82 407 kr/m²","54 m²                                   2 rum",290,1675427967343,"Fri, 03 Feb 2023 12:39:27 GMT","TE0wSpwcWmv1FFPoyWLV","https://www.hemnet.se/salda/bostader?item_types%5B%5D=bostadsratt&location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&page=7&rooms_max=2&rooms_min=2&sold_age=12m","7"
"Gästrikegatan 18A, 3tr. ög","LägenhetLägenhet                    Vasastan Odenplan Sankt Eriksplan,              Stockholms kommun","Såld 2 december 2022","1 939 kr/mån","Slutpris 6 750 000 kr","125 000 kr/m²","54 m²                                   2 rum",291,1675427967343,"Fri, 03 Feb 2023 12:39:27 GMT","VMdgdcrAhLX1YhfEBpTH","https://www.hemnet.se/salda/bostader?item_types%5B%5D=bostadsratt&location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&page=7&rooms_max=2&rooms_min=2&sold_age=12m","7"
"Rämensvägen 11","LägenhetLägenhet                    Årsta,              Stockholms kommun","Såld 2 december 2022","3 978 kr/mån","Slutpris 2 700 000 kr","52 941 kr/m²","51 m²                                   2 rum",292,1675427967343,"Fri, 03 Feb 2023 12:39:27 GMT","Uy1TdK0UvOvOuAtrl6zJ","https://www.hemnet.se/salda/bostader?item_types%5B%5D=bostadsratt&location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&page=7&rooms_max=2&rooms_min=2&sold_age=12m","7"
"Glindragränd 5","LägenhetLägenhet                    Årsta,              Stockholms kommun","Såld 2 december 2022","3 618 kr/mån","Slutpris 3 325 000 kr","61 574 kr/m²","54 m²                                   2 rum",293,1675427967343,"Fri, 03 Feb 2023 12:39:27 GMT","SmlAbWT3gU0b0OMVlx9i","https://www.hemnet.se/salda/bostader?item_types%5B%5D=bostadsratt&location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&page=7&rooms_max=2&rooms_min=2&sold_age=12m","7"
"Nybrogatan 87A, 4 tr","LägenhetLägenhet                    Östermalm,              Stockholms kommun","Såld 2 december 2022","1 781 kr/mån","Slutpris 5 400 000 kr","135 000 kr/m²","40 m²                                   2 rum",294,1675427967343,"Fri, 03 Feb 2023 12:39:27 GMT","EWGNXdm7mc2AoissdK1v","https://www.hemnet.se/salda/bostader?item_types%5B%5D=bostadsratt&location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&page=7&rooms_max=2&rooms_min=2&sold_age=12m","7"
"Hälsingegatan 51, vån 4","LägenhetLägenhet                    Vasastan - Hagastaden,              Stockholms kommun","Såld 1 december 2022","2 700 kr/mån","Slutpris 5 050 000 kr","93 519 kr/m²","54 m²                                   2 rum",295,1675427967343,"Fri, 03 Feb 2023 12:39:27 GMT","msRPX69NeqYNmPTOMrtk","https://www.hemnet.se/salda/bostader?item_types%5B%5D=bostadsratt&location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&page=7&rooms_max=2&rooms_min=2&sold_age=12m","7"
"Åsögatan 192","LägenhetLägenhet                    Södermalm - Katarina Sofia,              Stockholms kommun","Såld 1 december 2022","2 365 kr/mån","Slutpris 4 200 000 kr","83 168 kr/m²","50,5 m²                                   2 rum",296,1675427967343,"Fri, 03 Feb 2023 12:39:27 GMT","n0LX2v55TVoQHyYKvCvr","https://www.hemnet.se/salda/bostader?item_types%5B%5D=bostadsratt&location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&page=7&rooms_max=2&rooms_min=2&sold_age=12m","7"
"Siljansvägen 26","LägenhetLägenhet                    Årsta,              Stockholms kommun","Såld 1 december 2022","3 005 kr/mån","Slutpris 2 800 000 kr","62 921 kr/m²","44,5 m²                                   2 rum",297,1675427967343,"Fri, 03 Feb 2023 12:39:27 GMT","LC4DmafE2o7r4dCBtVcy","https://www.hemnet.se/salda/bostader?item_types%5B%5D=bostadsratt&location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&page=7&rooms_max=2&rooms_min=2&sold_age=12m","7"
"Brännerigatan 5","LägenhetLägenhet                    Södermalm - SoFo,              Stockholms kommun","Såld 1 december 2022","2 868 kr/mån","Slutpris 4 650 000 kr","91 176 kr/m²","51 m²                                   2 rum",298,1675427967343,"Fri, 03 Feb 2023 12:39:27 GMT","NuFHThRlyHQbOA4lJaoF","https://www.hemnet.se/salda/bostader?item_types%5B%5D=bostadsratt&location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&page=7&rooms_max=2&rooms_min=2&sold_age=12m","7"
"Sköntorpsvägen 124, 8tr","LägenhetLägenhet                    Årsta,              Stockholms kommun","Såld 1 december 2022","3 546 kr/mån","Slutpris 3 000 000 kr","51 282 kr/m²","58,5 m²                                   2 rum",299,1675427967343,"Fri, 03 Feb 2023 12:39:27 GMT","XbVzkZTSDPc18EHMmlwW","https://www.hemnet.se/salda/bostader?item_types%5B%5D=bostadsratt&location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&page=7&rooms_max=2&rooms_min=2&sold_age=12m","7"
