"Adress","Area","Date","Fee","Price","Price Per SQM","Size","index","timestamp","timestampString","uid","url","url_uid"
"Tantogatan 71","LägenhetLägenhet                    Södermalm - Tanto,              Stockholms kommun","Såld 6 juli 2022","2 033 kr/mån","Slutpris 3 540 000 kr","83 294 kr/m²","42,5 m²                                   2 rum",1220,1675427967344,"Fri, 03 Feb 2023 12:39:27 GMT","3kOLzydYRpB2YU7mKHHd","https://www.hemnet.se/salda/bostader?item_types%5B%5D=bostadsratt&location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&page=26&rooms_max=2&rooms_min=2&sold_age=12m","26"
"Artillerigatan 43","LägenhetLägenhet                    Östermalm,              Stockholms kommun","Såld 6 juli 2022","3 729 kr/mån","Slutpris 9 100 000 kr","129 078 kr/m²","70,5 m²                                   2 rum",1221,1675427967344,"Fri, 03 Feb 2023 12:39:27 GMT","HEBqJz1I4UDo3046bFkX","https://www.hemnet.se/salda/bostader?item_types%5B%5D=bostadsratt&location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&page=26&rooms_max=2&rooms_min=2&sold_age=12m","26"
"Grevgatan 57","LägenhetLägenhet                    Östermalm,              Stockholms kommun","Såld 6 juli 2022","2 653 kr/mån","Slutpris 7 900 000 kr","125 397 kr/m²","63 m²                                   2 rum",1222,1675427967344,"Fri, 03 Feb 2023 12:39:27 GMT","whhPtwJkMNE3wWR6CLQg","https://www.hemnet.se/salda/bostader?item_types%5B%5D=bostadsratt&location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&page=26&rooms_max=2&rooms_min=2&sold_age=12m","26"
"Katarina bangata 25, 4 tr","LägenhetLägenhet                    Södermalm - Nytorget,              Stockholms kommun","Såld 5 juli 2022","2 080 kr/mån","Slutpris 4 500 000 kr","102 273 kr/m²","44 m²                                   2 rum",1223,1675427967344,"Fri, 03 Feb 2023 12:39:27 GMT","Wehz9SOmvskt14PBOsVV","https://www.hemnet.se/salda/bostader?item_types%5B%5D=bostadsratt&location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&page=26&rooms_max=2&rooms_min=2&sold_age=12m","26"
"Bergsunds Strand 15, 3 tr","LägenhetLägenhet                    Södermalm,              Stockholms kommun","Såld 5 juli 2022","1 741 kr/mån","Slutpris 4 500 000 kr","107 143 kr/m²","42 m²                                   2 rum",1224,1675427967344,"Fri, 03 Feb 2023 12:39:27 GMT","nFm5O4IGCCRZSqLt3ckC","https://www.hemnet.se/salda/bostader?item_types%5B%5D=bostadsratt&location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&page=26&rooms_max=2&rooms_min=2&sold_age=12m","26"
"Drakenbergsgatan 8 / Hornsgatan 107","LägenhetLägenhet                    Högalid,              Stockholms kommun","Såld 4 juli 2022","2 660 kr/mån","Slutpris 4 750 000 kr","74 219 kr/m²","64 m²                                   2 rum",1225,1675427967344,"Fri, 03 Feb 2023 12:39:27 GMT","gSyxgBLtHzpd7PigCHWX","https://www.hemnet.se/salda/bostader?item_types%5B%5D=bostadsratt&location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&page=26&rooms_max=2&rooms_min=2&sold_age=12m","26"
"Ruddammsbacken 28","LägenhetLägenhet                    Östermalm / Vasastan,              Stockholms kommun","Såld 4 juli 2022","3 629 kr/mån","Slutpris 6 000 000 kr","92 308 kr/m²","65 m²                                   2 rum",1226,1675427967344,"Fri, 03 Feb 2023 12:39:27 GMT","w9aoFhHbo3MUxG73Tpp9","https://www.hemnet.se/salda/bostader?item_types%5B%5D=bostadsratt&location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&page=26&rooms_max=2&rooms_min=2&sold_age=12m","26"
"Frödingsvägen 12, 2,5 tr","LägenhetLägenhet                    Kungsholmen - Fredhäll,              Stockholms kommun","Såld 4 juli 2022","3 013 kr/mån","Slutpris 4 495 000 kr","84 811 kr/m²","53 m²                                   2 rum",1227,1675427967344,"Fri, 03 Feb 2023 12:39:27 GMT","ssdoIJ11Kt8pMoPIDA4h","https://www.hemnet.se/salda/bostader?item_types%5B%5D=bostadsratt&location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&page=26&rooms_max=2&rooms_min=2&sold_age=12m","26"
"Ernst Ahlgrens väg 8, Högst upp","LägenhetLägenhet                    Fredhäll,              Stockholms kommun","Såld 4 juli 2022","2 260 kr/mån","Slutpris 3 700 000 kr","93 671 kr/m²","39,5 m²                                   2 rum",1228,1675427967344,"Fri, 03 Feb 2023 12:39:27 GMT","2i7DBjXNu9NrrdTO30j9","https://www.hemnet.se/salda/bostader?item_types%5B%5D=bostadsratt&location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&page=26&rooms_max=2&rooms_min=2&sold_age=12m","26"
"Tavelsjövägen 22, 3tr","LägenhetLägenhet                    Årsta,              Stockholms kommun","Såld 4 juli 2022","4 304 kr/mån","Slutpris 3 110 000 kr","53 621 kr/m²","58 m²                                   2 rum",1229,1675427967344,"Fri, 03 Feb 2023 12:39:27 GMT","CUPkzSXgpln4fXQV9cDD","https://www.hemnet.se/salda/bostader?item_types%5B%5D=bostadsratt&location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&page=26&rooms_max=2&rooms_min=2&sold_age=12m","26"
"Skeppargatan 20A","LägenhetLägenhet                    Östermalm,              Stockholms kommun","Såld 1 juli 2022","1 901 kr/mån","Slutpris 4 300 000 kr","113 158 kr/m²","38 m²                                   2 rum",1230,1675427967344,"Fri, 03 Feb 2023 12:39:27 GMT","xSAUurnt1u5UFJVFD4me","https://www.hemnet.se/salda/bostader?item_types%5B%5D=bostadsratt&location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&page=26&rooms_max=2&rooms_min=2&sold_age=12m","26"
"Älvsborgsgatan 1, 1,5tr","LägenhetLägenhet                    Södermalm - Skanstull,              Stockholms kommun","Såld 1 juli 2022","2 557 kr/mån","Slutpris 3 495 000 kr","89 615 kr/m²","39 m²                                   2 rum",1231,1675427967344,"Fri, 03 Feb 2023 12:39:27 GMT","zq3snNs6rBVAeCrS5v0a","https://www.hemnet.se/salda/bostader?item_types%5B%5D=bostadsratt&location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&page=26&rooms_max=2&rooms_min=2&sold_age=12m","26"
"Slätbaksvägen 36","LägenhetLägenhet                    Årsta,              Stockholms kommun","Såld 1 juli 2022","3 135 kr/mån","Slutpris 2 420 000 kr","56 279 kr/m²","43 m²                                   2 rum",1232,1675427967344,"Fri, 03 Feb 2023 12:39:27 GMT","ggAm7yWNB1jfzPL4ahMr","https://www.hemnet.se/salda/bostader?item_types%5B%5D=bostadsratt&location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&page=26&rooms_max=2&rooms_min=2&sold_age=12m","26"
"Atlasmuren 16, 4 tr","LägenhetLägenhet                    Birkastan/Vasastan,              Stockholms kommun","Såld 1 juli 2022","2 272 kr/mån","Slutpris 4 350 000 kr","98 864 kr/m²","44 m²                                   2 rum",1233,1675427967344,"Fri, 03 Feb 2023 12:39:27 GMT","RuDUDffUXMmblg1Ogh85","https://www.hemnet.se/salda/bostader?item_types%5B%5D=bostadsratt&location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&page=26&rooms_max=2&rooms_min=2&sold_age=12m","26"
"Skagersvägen 5, 3 tr","LägenhetLägenhet                    Årsta,              Stockholms kommun","Såld 1 juli 2022","3 778 kr/mån","Slutpris 3 500 000 kr","61 404 kr/m²","57 m²                                   2 rum",1234,1675427967344,"Fri, 03 Feb 2023 12:39:27 GMT","bzec5K9K2hTlluqoGxPe","https://www.hemnet.se/salda/bostader?item_types%5B%5D=bostadsratt&location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&page=26&rooms_max=2&rooms_min=2&sold_age=12m","26"
"Surbrunnsgatan 5","LägenhetLägenhet                    Östermalm - Vasastan,              Stockholms kommun","Såld 1 juli 2022","1 699 kr/mån","Slutpris 4 825 000 kr","117 683 kr/m²","41 m²                                   2 rum",1235,1675427967344,"Fri, 03 Feb 2023 12:39:27 GMT","GflquEPOW4oA1FSnuprZ","https://www.hemnet.se/salda/bostader?item_types%5B%5D=bostadsratt&location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&page=26&rooms_max=2&rooms_min=2&sold_age=12m","26"
"Åsögatan 128, 2 tr","LägenhetLägenhet                    Katarina,              Stockholms kommun","Såld 30 juni 2022","2 832 kr/mån","Slutpris 6 300 000 kr","110 526 kr/m²","57 m²                                   2 rum",1236,1675427967344,"Fri, 03 Feb 2023 12:39:27 GMT","Rk5eSO8P1aZEit5WP17y","https://www.hemnet.se/salda/bostader?item_types%5B%5D=bostadsratt&location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&page=26&rooms_max=2&rooms_min=2&sold_age=12m","26"
"Ringvägen 161","LägenhetLägenhet                    Södermalm- Nytorget - SoFo,              Stockholms kommun","Såld 30 juni 2022","1 292 kr/mån","Slutpris 4 150 000 kr","103 750 kr/m²","40 m²                                   2 rum",1237,1675427967344,"Fri, 03 Feb 2023 12:39:27 GMT","uzkes8U0AMZaNuXIPlA4","https://www.hemnet.se/salda/bostader?item_types%5B%5D=bostadsratt&location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&page=26&rooms_max=2&rooms_min=2&sold_age=12m","26"
"Karlbergsvägen 76, 2 tr - ACCEPTERAT PRIS","LägenhetLägenhet                    Vasastan,              Stockholms kommun","Såld 30 juni 2022","2 238 kr/mån","Slutpris 5 400 000 kr","88 525 kr/m²","61 m²                                   2 rum",1238,1675427967344,"Fri, 03 Feb 2023 12:39:27 GMT","IVAqGIHSUhQ53bRBZH1v","https://www.hemnet.se/salda/bostader?item_types%5B%5D=bostadsratt&location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&page=26&rooms_max=2&rooms_min=2&sold_age=12m","26"
"Birger Jarlsgatan 111C - Accepterat pris","LägenhetLägenhet                    Vasastan,              Stockholms kommun","Såld 30 juni 2022","2 520 kr/mån","Slutpris 6 100 000 kr","108 929 kr/m²","56 m²                                   2 rum",1239,1675427967344,"Fri, 03 Feb 2023 12:39:27 GMT","jhlgSYQpOeV6Rpoteqe7","https://www.hemnet.se/salda/bostader?item_types%5B%5D=bostadsratt&location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&page=26&rooms_max=2&rooms_min=2&sold_age=12m","26"
"Melodislingan 22","LägenhetLägenhet                    Östermalm,              Stockholms kommun","Såld 29 juni 2022","3 702 kr/mån","Slutpris 5 000 000 kr","113 636 kr/m²","44 m²                                   2 rum",1240,1675427967344,"Fri, 03 Feb 2023 12:39:27 GMT","W5HjMOj7MHbveGY9AIfI","https://www.hemnet.se/salda/bostader?item_types%5B%5D=bostadsratt&location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&page=26&rooms_max=2&rooms_min=2&sold_age=12m","26"
"Norrtullsgatan 36, 1,5 tr.","LägenhetLägenhet                    Vasastan,              Stockholms kommun","Såld 29 juni 2022","2 365 kr/mån","Slutpris 3 795 000 kr","92 561 kr/m²","41 m²                                   2 rum",1241,1675427967344,"Fri, 03 Feb 2023 12:39:27 GMT","ReMNpWrFpTf0ye04A4pQ","https://www.hemnet.se/salda/bostader?item_types%5B%5D=bostadsratt&location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&page=26&rooms_max=2&rooms_min=2&sold_age=12m","26"
"Sköntorpsvägen 49, 3 tr","LägenhetLägenhet                    Årsta,              Stockholms kommun","Såld 29 juni 2022","2 845 kr/mån","Slutpris 2 815 000 kr","59 894 kr/m²","47 m²                                   2 rum",1242,1675427967344,"Fri, 03 Feb 2023 12:39:27 GMT","mFUZCkdOYweORBAIunv2","https://www.hemnet.se/salda/bostader?item_types%5B%5D=bostadsratt&location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&page=26&rooms_max=2&rooms_min=2&sold_age=12m","26"
